6hTsKE8lmOZ9ofC9Vb2ZDg##Thai-:9,Buffets-:8,Burgers-:7,Sushi Bars-:7,Hot Dogs-:6,Sandwiches-:6,Seafood-:5,Vietnamese-:4,Italian-:3,American (New)-:3,Mexican-:3
YKT1b17r_kdW7ZJSkY__cQ##Coffee & Tea-:4,Sandwiches-:3,Desserts-:2,Japanese-:2,Gluten-Free-:2,Italian-:1,Mexican-:1,American (Traditional)-:1,Breakfast & Brunch-:1,Vegetarian-:1,Asian Fusion-:1
hBw2MK4IZI3xDReJz-0y2g##American (New)-:2,Breakfast & Brunch-:2,Pizza-:2,Grocery-:1,Italian-:1,Steakhouses-:1,American (Traditional)-:1,Vegetarian-:1,Empanadas-:1,Seafood-:1,Donuts-:1
RPjJkWSLr6t7UpZNyCdMbg##Nightlife-:5,Bars-:5,Mexican-:3,Sports Bars-:2,American (New)-:1,Italian-:1,American (Traditional)-:1,Steakhouses-:1,Desserts-:1,Shaved Ice-:1,Japanese-:1
LTW6OgrHC__u-dMyJSdS6g##Mexican-:6,American (Traditional)-:3,Burgers-:3,Chinese-:3,Breakfast & Brunch-:2,Desserts-:2,Italian-:1,Korean-:1,Cafes-:1,Shaved Ice-:1,Tex-Mex-:1
3zBKfA8-_fJRagWSTMLVvg##Burgers-:3,American (New)-:2,American (Traditional)-:2,Taiwanese-:1,Active Life-:1,Bowling-:1,Steakhouses-:1,Breakfast & Brunch-:1,Fast Food-:1,Desserts-:1,Arts & Entertainment-:1
kGYXsMTpRTZo9gzxGTRttA##Nightlife-:6,American (Traditional)-:6,Bars-:6,Steakhouses-:5,Burgers-:5,Japanese-:5,American (New)-:4,Italian-:3,Sushi Bars-:3,Breakfast & Brunch-:3,Sandwiches-:3
IyEdBo884XBPmNLhIp8dig##Steakhouses-:2,Mediterranean-:1,French-:1,Middle Eastern-:1,American (Traditional)-:1,Canadian (New)-:1,Burgers-:1,Seafood-:1,Chinese-:1,Fast Food-:1,Moroccan-:1
w9FobM_vIS2TH0xU7NPPJA##Grocery-:4,Specialty Food-:3,Ethnic Food-:3,Coffee & Tea-:3,Breakfast & Brunch-:2,Burgers-:2,Donuts-:2,Bagels-:1,Fast Food-:1,Desserts-:1,Ice Cream & Frozen Yogurt-:1
88OHZ7fKGGBe7kJlz739Qg##Steakhouses-:3,Nightlife-:2,French-:2,Middle Eastern-:2,Bars-:2,Grocery-:1,American (New)-:1,Italian-:1,American (Traditional)-:1,Breakfast & Brunch-:1,Asian Fusion-:1
IO9_bnzjvzYC0zajCx-iUg##Burgers-:4,Nightlife-:3,Bars-:3,Grocery-:2,American (New)-:2,Italian-:2,Mexican-:2,Pizza-:2,Delis-:2,Convenience Stores-:2,Sandwiches-:2
JEjzUX-9ZjZl0nXs6kgc6w##Nightlife-:4,American (New)-:4,Breakfast & Brunch-:4,Pizza-:4,Pubs-:3,American (Traditional)-:3,Sandwiches-:3,Bars-:3,Italian-:2,Mexican-:2,Delis-:2
2vl3MXKr8iQOWTNse5kgdw##American (New)-:2,Breakfast & Brunch-:2,Japanese-:2,Nightlife-:2,Bars-:2,Specialty Food-:1,Tapas/Small Plates-:1,American (Traditional)-:1,Asian Fusion-:1,Burgers-:1,Desserts-:1
FxtdLR1f_JpxyzoYNUfu_g##American (Traditional)-:3,Convenience Stores-:3,Burgers-:2,Grocery-:1,Mexican-:1, Wine & Spirits-:1,Drugstores-:1,Fast Food-:1,Automotive-:1,Beer-:1,Pizza-:1
RNoMJJwCVz8AAR-usCvYUg##Fast Food-:5,Burgers-:4,Nightlife-:4,Bars-:4,American (Traditional)-:3,American (New)-:2,Italian-:2,Mexican-:2,Breakfast & Brunch-:2,Asian Fusion-:2,Pizza-:2
Vi77s0AS-cIzPoBq5AbEaQ##Nightlife-:13,Mexican-:13,Italian-:12,Bars-:12,American (Traditional)-:11,American (New)-:10,Pizza-:10,Steakhouses-:9,Japanese-:8,Sandwiches-:8,Korean-:8
07oHG3Ooo1owHxfbyyMnFw##Mexican-:3,American (Traditional)-:3,Fast Food-:3,Sports Bars-:3,Nightlife-:3,Bars-:3,Chicken Wings-:2,Comfort Food-:1,Steakhouses-:1,Seafood-:1,Arts & Entertainment-:1
vUn91MER1jV-jT4crd3pOg##Nightlife-:4,American (Traditional)-:4,Mexican-:3,Italian-:2,Arts & Entertainment-:2,Music Venues-:2,American (New)-:2,Bars-:2,Chicken Wings-:1,Burgers-:1,Pubs-:1
cUMxaIaeZovQTYBBxcQKzA##Mexican-:5,Ice Cream & Frozen Yogurt-:4,Specialty Food-:3,Italian-:2,American (Traditional)-:2,Burgers-:2,Barbeque-:2,Pizza-:2,Mediterranean-:2,Ethnic Food-:2,Breakfast & Brunch-:1
RCjuKSuPezW6qI3ZKgkncA##American (New)-:10,Nightlife-:7,Bars-:7,Mediterranean-:6,Breakfast & Brunch-:5,Vegetarian-:5,Bakeries-:5,Italian-:4,Grocery-:3,Middle Eastern-:3,Juice Bars & Smoothies-:3
s10b9Ozb5RPKrou6T0v57A##Coffee & Tea-:8,American (New)-:4,Mexican-:4,Breakfast & Brunch-:3,Pizza-:3,Vegan-:2,Nightlife-:2,American (Traditional)-:2,Donuts-:2,Ice Cream & Frozen Yogurt-:2,Tea Rooms-:2
3nbqYfQfn1hC4gDWAV6_mg##Nightlife-:4,Bars-:4,American (New)-:3,American (Traditional)-:3,Burgers-:2,Desserts-:2,Diners-:2,Breakfast & Brunch-:2,Sandwiches-:2,Specialty Food-:1,Italian-:1
_cOXx98-ZiOgxjib-ZdYGA##American (Traditional)-:6,Steakhouses-:4,Nightlife-:3,Bars-:3,Mexican-:1,Breakfast & Brunch-:1,Seafood-:1,Sports Bars-:1,Japanese-:1,Tex-Mex-:1,Ice Cream & Frozen Yogurt-:1
7RZ0mJJ00IiT56sloLBd1w##Mexican-:8,Pizza-:8,Grocery-:7,Burgers-:7,Sandwiches-:7,Italian-:6,Fast Food-:6,Specialty Food-:5,American (Traditional)-:5,Seafood-:3,Fish & Chips-:3
Ucs7mEaTTzLvpshSYZw7Iw##American (New)-:5,Mexican-:4,Italian-:3,Seafood-:3,Cafes-:3,Nightlife-:3,Diners-:3,American (Traditional)-:3,Fast Food-:3,Sandwiches-:3,Bars-:3
DIEUlOsiM86y1gQpkNvIzA##Steakhouses-:4,Nightlife-:4,Mexican-:4,Bars-:4,Specialty Food-:3,Breakfast & Brunch-:3,Tapas/Small Plates-:2,Burgers-:2,Latin American-:2,Spanish-:2,American (Traditional)-:2
qbzVVyk9w84pG5mfYU6fng##Pizza-:3,American (Traditional)-:2,Chinese-:2,Buffets-:2,Italian-:1,Steakhouses-:1,Burgers-:1,Seafood-:1,Fast Food-:1,Barbeque-:1,Japanese-:1
yDLMb1CVpe5Bn1--DsnJ4Q##Nightlife-:4,Bars-:4,American (Traditional)-:3,Italian-:2,Sushi Bars-:2,American (New)-:2,Breakfast & Brunch-:2,Barbeque-:2,Japanese-:2,Steakhouses-:1,Health & Medical-:1
cHnlIFP5WwJRer7_C2NUng##Nightlife-:12,Bars-:12,Pizza-:8,Italian-:7,American (New)-:7,Mexican-:6,Sandwiches-:6,Grocery-:4,Sushi Bars-:4,American (Traditional)-:4,Japanese-:4
sp5FHawojDuB6z3OoNBVvg##Fast Food-:5,Nightlife-:3,Mexican-:3,American (Traditional)-:3,Bars-:3,Chicken Wings-:2,Burgers-:2,American (New)-:2,Breakfast & Brunch-:2,Sandwiches-:2,Grocery-:1
og1G5WbU6yT-MY_BRILKFA##Breakfast & Brunch-:4,American (New)-:3,Italian-:2,Desserts-:2,Nightlife-:2,French-:2,Ice Cream & Frozen Yogurt-:2,Bars-:2,Grocery-:1,Specialty Food-:1,Tapas/Small Plates-:1
QW0VdzaZcxMUVS2kO090xA##Specialty Food-:4,Grocery-:2,American (New)-:2,Italian-:2,Japanese-:2,Arts & Entertainment-:2,Pizza-:2,Middle Eastern-:2,Sandwiches-:2,Mexican-:1,Breakfast & Brunch-:1
kSVYpNWA19wUplbdi0U0Uw##Burgers-:18,Sandwiches-:17,Mexican-:17,Pizza-:17,Fast Food-:15,Specialty Food-:13,Japanese-:12,American (Traditional)-:10,Asian Fusion-:9,Hawaiian-:9,Desserts-:8
VZV-Pt-1VNToZsdLHTz-6g##Sandwiches-:3,Coffee & Tea-:3,Pizza-:2,Mediterranean-:2,Greek-:2,American (New)-:1,Italian-:1,Mexican-:1,Fast Food-:1,Barbeque-:1,Middle Eastern-:1
6CxwcHf-OkoNQ3IqzLArmg##Mexican-:6,Burgers-:4,American (New)-:3,American (Traditional)-:3,Fast Food-:3,Nightlife-:3,Bars-:3,Pizza-:2,Sandwiches-:2,Italian-:1,Steakhouses-:1
3ZDUAEjJ1cvQjnc9f_w9hA##Beer-:7, Wine & Spirits-:7,Nightlife-:6,Bars-:6,American (New)-:5,Breakfast & Brunch-:4,Southern-:3,Mexican-:3,Barbeque-:3,Bakeries-:3,Breweries-:3
E1bI83_AbOLgehzf1XOuhA##Breakfast & Brunch-:15,American (New)-:6,American (Traditional)-:6,Burgers-:4,Coffee & Tea-:4,Diners-:3,Sushi Bars-:3,Specialty Food-:2,Asian Fusion-:2,Cafes-:2,Juice Bars & Smoothies-:2
UyoyLU261yg7uJ5LSS1IDQ##American (New)-:3,Ice Cream & Frozen Yogurt-:1,Mexican-:1,Tapas Bars-:1
izOUjRwXReNSYtIl_AUR9w##American (New)-:8,Nightlife-:5,Bars-:5,Pizza-:3,Latin American-:3,Sandwiches-:3,Italian-:2,Mexican-:2,Wine Bars-:2,Sushi Bars-:2,Salad-:2
Kjds2j-vooS83c2ieOwIOQ##Mexican-:3,American (New)-:2,American (Traditional)-:2,Breakfast & Brunch-:2,Pizza-:2,Grocery-:1,Italian-:1,Fashion-:1,Burgers-:1,Cafes-:1,Barbeque-:1
0IgXqJkR0z2nDWZ6avQH7Q##American (Traditional)-:5,Nightlife-:4,Bars-:4,Burgers-:3,Mexican-:1,Steakhouses-:1,Breakfast & Brunch-:1,Asian Fusion-:1,Seafood-:1,Desserts-:1,Barbeque-:1
TouNReYiKGwYssFL-0OkaQ##Pizza-:2,Grocery-:1,Mexican-:1,Italian-:1,Caterers-:1,Desserts-:1,Barbeque-:1,Tex-Mex-:1,Ice Cream & Frozen Yogurt-:1,Mediterranean-:1,Event Planning & Services-:1
SimBqxBHYwkPE8X7f_RnVg##Nightlife-:8,Bars-:8,Pizza-:7,American (Traditional)-:6,Sandwiches-:6,Italian-:5,Sushi Bars-:5,Mexican-:5,Breakfast & Brunch-:5,Burgers-:4,American (New)-:4
ICD05kyCtPO7mfAIUea7Sw##American (Traditional)-:4,Steakhouses-:3,Nightlife-:2,Sandwiches-:2,Bars-:2,American (New)-:1,Mexican-:1,Vegetarian-:1,Burgers-:1,Fast Food-:1,Cafes-:1
Bwo_j9OGpZN60T5HxKOTeA##Mexican-:3,Irish-:2,Pubs-:2,Nightlife-:2,Chinese-:2,Bars-:2,Coffee & Tea-:2,American (New)-:1,Italian-:1,Steakhouses-:1,Breakfast & Brunch-:1
WgYIJ8LW0ijQhpIO_NZE2w##Japanese-:4,French-:4,Nightlife-:2,Sandwiches-:2,Bars-:2,American (New)-:1,Italian-:1,Steakhouses-:1, Wine & Spirits-:1,Beer-:1,Wine Bars-:1
hEk0VssowoyeEF2R0ZB-7w##American (New)-:10,Nightlife-:9,Bars-:9,American (Traditional)-:7,Sandwiches-:4,Grocery-:4,French-:4,Specialty Food-:3,Pubs-:3,Cheese Shops-:2,Thai-:2
ZfDBU11iIuYxqpVe_Hnqew##Nightlife-:4,Bars-:4,Steakhouses-:2,American (Traditional)-:2,Lounges-:2,Mexican-:1,Tapas/Small Plates-:1,Asian Fusion-:1,Desserts-:1,Tapas Bars-:1,Irish-:1
vUBWg3dXVCDWvbGwWLrpbw##Italian-:21,Nightlife-:18,Pizza-:18,Bars-:17,American (New)-:16,American (Traditional)-:10,Sandwiches-:9,Wine Bars-:7,Mexican-:7,Breakfast & Brunch-:6,Japanese-:6
GTrHfD1V5thE9riaYjo3qg##American (New)-:1,Active Life-:1,American (Traditional)-:1,Burgers-:1,Swimming Pools-:1,Cafes-:1
l5upkLok78p-NQN_3uurrA##Mexican-:7,Pizza-:3,Nightlife-:3,Bars-:3,American (New)-:2,Breakfast & Brunch-:2,Asian Fusion-:2,Mediterranean-:2,Chinese-:2,Italian-:1,American (Traditional)-:1
pkXq4ZbKLRlGlMiEJzm0Sg##Pubs-:3,Nightlife-:3,Bars-:3,Tapas Bars-:2,Poutineries-:1,Canadian (New)-:1,Breakfast & Brunch-:1,Delis-:1,Sandwiches-:1
h3lwhProUtOV7hu4i-32Sw##Nightlife-:19,Bars-:19,American (New)-:10,American (Traditional)-:9,Mexican-:7,Italian-:6,Pubs-:4,Sushi Bars-:4,Thai-:4,Breakfast & Brunch-:4,Sports Bars-:4
HLEr51WJJTWFDpPaderVDQ##Breakfast & Brunch-:4,American (Traditional)-:2,American (New)-:1,Mexican-:1,Chicken Wings-:1,Steakhouses-:1,Korean-:1,Nightlife-:1,Pizza-:1,Mediterranean-:1,Wine Bars-:1
2AQv9htbNATEwq7i-YxX-g##American (Traditional)-:3,Pizza-:3,Nightlife-:3,Bars-:3,Italian-:2,Steakhouses-:2,Grocery-:1,American (New)-:1,Mexican-:1,British-:1,Fashion-:1
3BddvFu894h9jHKneItueg##Mexican-:8,Chinese-:5,Burgers-:3,Breakfast & Brunch-:3,Seafood-:2,Sushi Bars-:2,Coffee & Tea-:2,Japanese-:2,Specialty Food-:1,Italian-:1,Chicken Wings-:1
THr8peJ3dxCXVgPlKjagHA##Nightlife-:7,Bars-:7,American (New)-:6,Italian-:3,Burgers-:3,American (Traditional)-:3,Steakhouses-:2,Cafes-:2,Pubs-:2,French-:2,Mexican-:2
NsJksrBBF0y3zkj97PaTLA##Thai-:4,Mexican-:3,Barbeque-:3,Filipino-:3,Breakfast & Brunch-:2,Grocery-:1,Specialty Food-:1,Persian/Iranian-:1,American (New)-:1,Donuts-:1,Seafood-:1
_IfgQ8wABCdRxvTt36TZ2Q##American (New)-:2,Breakfast & Brunch-:2,Grocery-:1,Mexican-:1,Italian-:1,American (Traditional)-:1,Burgers-:1,Cafes-:1,Nightlife-:1,Pizza-:1,French-:1
v2QRR1kvRAipwXzfxVD2RQ##Nightlife-:4,Pizza-:4,Bars-:4,Burgers-:3,Chinese-:3,Fast Food-:2,Sports Bars-:2,Ice Cream & Frozen Yogurt-:2,American (New)-:1,Taiwanese-:1,Italian-:1
Pef1PbO6MlDPcaw6KUfA7A##American (New)-:10,Mexican-:7,Seafood-:4,Nightlife-:4,Sandwiches-:4,Bars-:4,Buffets-:3,Grocery-:2,Steakhouses-:2,French-:2,Middle Eastern-:2
ULOPLvLghKZrfo3PhwbPAQ##French-:8,Nightlife-:5,American (New)-:5,Bars-:5,Steakhouses-:3,Japanese-:3,Tapas/Small Plates-:2,Seafood-:2,Tapas Bars-:2,Sushi Bars-:2,Spanish-:2
ZmSKVX7q0GVXxmVFUcqGDQ##Breakfast & Brunch-:3,French-:2,American (Traditional)-:2,Coffee & Tea-:2,American (New)-:1,Tea Rooms-:1,Vegetarian-:1,Delis-:1,Sushi Bars-:1,Cafes-:1,Sandwiches-:1
sAXlQSlVRq_pVezaBd3kqw##Sushi Bars-:3,Japanese-:3,Chinese-:2,Vietnamese-:2,Thai-:2,Tapas/Small Plates-:1,Steakhouses-:1,Asian Fusion-:1,Seafood-:1,Spanish-:1,Sandwiches-:1
KcRkCELB4dbGcfdmXlxzzQ##Pizza-:7,Italian-:5,Fast Food-:5,American (Traditional)-:4,Barbeque-:4,Sandwiches-:4,American (New)-:3,Sports Bars-:3,Nightlife-:3,Bars-:3,Burgers-:2
O5hq81NDrWZnrUob7PkSyg##Breakfast & Brunch-:6,Nightlife-:5,French-:5,American (Traditional)-:5,Bars-:5,Steakhouses-:4,American (New)-:4,Seafood-:3,Chinese-:3,Greek-:3,Specialty Food-:2
rLzqLpJsKwp89rPsOoFJAg##Mexican-:4,Donuts-:2,Fast Food-:2,Desserts-:2,Shaved Ice-:2,Ice Cream & Frozen Yogurt-:2,Bakeries-:2,American (New)-:1,Chicken Wings-:1,Seafood-:1,Cafes-:1
N3L6SDymSRkYQtTiSDmXSg##Pizza-:6,Nightlife-:5,Bars-:5,Mexican-:4,American (Traditional)-:4,Irish-:4,Burgers-:3,Pubs-:3,Diners-:3,Thai-:3,Sandwiches-:3
fsLjBPIWeF3rpWa6lx_mSg##Thai-:8,Nightlife-:6,American (Traditional)-:6,Bars-:6,Steakhouses-:5,American (New)-:5,Pizza-:5,Burgers-:4,Chinese-:4,Italian-:3,Sushi Bars-:3
CDUCkJXu4e7Xb7lJRvu3oQ##Nightlife-:6,Bars-:5,American (Traditional)-:4,Japanese-:3,Steakhouses-:2,Pubs-:2,Lounges-:2,Specialty Food-:1,Italian-:1,Asian Fusion-:1,Burgers-:1
_euejPl6Um1MnThJq0VbYw##Hawaiian-:5,Asian Fusion-:4,Japanese-:4,Chinese-:3,Sushi Bars-:3,Thai-:3,Specialty Food-:1,Food Stands-:1,Seafood-:1,Korean-:1,Barbeque-:1
fslBwYla6-X3YRVJCRNQvQ##Italian-:3,Pizza-:3,Mexican-:2,Barbeque-:2,Sandwiches-:2,American (New)-:1,American (Traditional)-:1,Burgers-:1,Japanese-:1,Nightlife-:1,Soul Food-:1
J5XAaNUPBC8GQzO7yHbbTA##Japanese-:5,Sushi Bars-:3,American (New)-:2,Burgers-:2,Pizza-:2,Vietnamese-:2,Chinese-:2,Thai-:2,Italian-:1,Chicken Wings-:1,American (Traditional)-:1
BAwxDvddcCjodBMLd5mVFg##Nightlife-:3,Vietnamese-:3,Sushi Bars-:2,Bars-:2,American (New)-:1,Persian/Iranian-:1,Chicken Wings-:1,American (Traditional)-:1,Seafood-:1,Fast Food-:1,Arts & Entertainment-:1
QHFyEQGtsThMlaoATeCzKg##Italian-:3,Salad-:3,Seafood-:2,Breakfast & Brunch-:2,Sandwiches-:2,Grocery-:1,Specialty Food-:1,Burgers-:1,Mongolian-:1,Nightlife-:1,Soul Food-:1
3ri8PPLqzt6KTqB-xRngUg##American (New)-:3,Italian-:2,Desserts-:2,Nightlife-:2,Sushi Bars-:2,Korean-:2,Pizza-:2,Chinese-:2,Lounges-:2,Bars-:2,Chicken Wings-:1
sbvSyNtI7Sgp7k4qzf2reg##American (New)-:9,Mexican-:9,Nightlife-:8,Bars-:8,Steakhouses-:6,Sushi Bars-:5,American (Traditional)-:5,Specialty Food-:4,Seafood-:4,Fast Food-:4,Burgers-:3
5I2Z5yNKYvqMYRO2A-wCLg##Burgers-:3,Sushi Bars-:3,American (New)-:2,Chicken Wings-:2,American (Traditional)-:2,Asian Fusion-:2,Japanese-:2,Mediterranean-:2,Italian-:1,Breakfast & Brunch-:1,Barbeque-:1
ZINVVmKRRUDdkTnyx5MhNg##American (New)-:2,Mexican-:2,Asian Fusion-:2,Italian-:1,Breakfast & Brunch-:1,Burgers-:1,Seafood-:1,Japanese-:1,Sports Bars-:1,Nightlife-:1,Mediterranean-:1
1fERJYlHjZx-dn7NMrOKvg##American (New)-:3,Ice Cream & Frozen Yogurt-:3,Salad-:2,Mexican-:1,Vegetarian-:1,Asian Fusion-:1,Burgers-:1,Desserts-:1,Barbeque-:1,Tex-Mex-:1,Nightlife-:1
pI3X549nb5ASgTQX5D--1g##American (New)-:4,Seafood-:3,Italian-:2,Mexican-:2,Hawaiian-:2,Fish & Chips-:2,American (Traditional)-:1,Breakfast & Brunch-:1,Vegetarian-:1,Tex-Mex-:1,Mediterranean-:1
usX2N3dfDKX0gtTgRufbUA##Steakhouses-:6,Buffets-:4,American (Traditional)-:4,Burgers-:3,Nightlife-:3,American (New)-:3,Bars-:3,Italian-:2,Asian Fusion-:2,Seafood-:2,Japanese-:2
l6av9UfDeLUdrJm1wvzJWg##Mexican-:2,Breakfast & Brunch-:2,American (New)-:1,Specialty Food-:1,Italian-:1,Steakhouses-:1,American (Traditional)-:1,Seafood-:1,Japanese-:1,Vegan-:1,Nightlife-:1
8JDeA__M765evfPv-xO2pw##Sushi Bars-:2,Venues & Event Spaces-:1,French-:1,Tapas/Small Plates-:1,American (Traditional)-:1,Breakfast & Brunch-:1,Event Planning & Services-:1,Vietnamese-:1,Desserts-:1,Tapas Bars-:1
wNtyBJa_qaRYUew_TWplgw##Thai-:5,Japanese-:4,Chinese-:4,Indian-:4,Mediterranean-:3,Sushi Bars-:3,Mexican-:2,Breakfast & Brunch-:2,Korean-:2,Nightlife-:2,Wine Bars-:2
rcrP1qc_56yNP-rcy96ThA##Nightlife-:5,Bars-:5,Pubs-:4,Mexican-:4,Mediterranean-:4,American (New)-:3,Breakfast & Brunch-:3,Greek-:3,Italian-:2,Diners-:2,Coffee & Tea-:2
hd3BHvFC0FFYj_Qh8d43MA##Italian-:13,Nightlife-:9,Pizza-:9,Bars-:9,American (Traditional)-:8,American (New)-:7,Burgers-:6,Mexican-:6,Sandwiches-:4,Specialty Food-:3,Polish-:3
dwhyaxMHSdwAGsANdNrxnQ##American (New)-:8,American (Traditional)-:8,Nightlife-:5,Breakfast & Brunch-:5,Korean-:5,Bars-:5,Italian-:4,Burgers-:3,Breweries-:3,Mexican-:3,Pizza-:3
SMXKJnXVI4CJumSzUx2G9w##Mexican-:5,American (Traditional)-:5,Fast Food-:5,Sushi Bars-:4,Breakfast & Brunch-:3,Burgers-:3,Cafes-:2,Japanese-:2,Ice Cream & Frozen Yogurt-:2,Nightlife-:2,Sandwiches-:2
EZ6UB9mX59z-RRy8TVkitQ##Barbeque-:5,Breakfast & Brunch-:4,Mexican-:3,American (New)-:2,Burgers-:2,Italian-:1,Chicken Wings-:1,American (Traditional)-:1,Steakhouses-:1,Asian Fusion-:1,Fast Food-:1
rVvflbz1venrgM9eVvMyqA##Seafood-:2,Grocery-:1,Pubs-:1,Nightlife-:1,Steakhouses-:1, Wine & Spirits-:1,Breakfast & Brunch-:1,Sushi Bars-:1,Southern-:1,Beer-:1,Irish-:1
vT1nQLUcN_IRyD3Kh1oxUQ##Coffee & Tea-:6,American (Traditional)-:6,Mexican-:4,Desserts-:3,Buffets-:3,Fast Food-:3,American (New)-:2,Bakeries-:2,Sandwiches-:2,Grocery-:1,Specialty Food-:1
tUrnyDbOP7f6efWF01ECVQ##Grocery-:5,Ice Cream & Frozen Yogurt-:5,Burgers-:3,Mexican-:3,Nightlife-:2,Juice Bars & Smoothies-:2,Fast Food-:2,Bars-:2,Specialty Food-:1,Beer-:1,Soul Food-:1
kQQhpSz167_S6YelicG-Vg##Greek-:3,Mediterranean-:2,Pizza-:1,Grocery-:1,Italian-:1,Farmers Market-:1
bYT2AaGQpryEoU0yI5Ptog##American (New)-:4,Mexican-:4,Pizza-:4,American (Traditional)-:3,Nightlife-:3,Bars-:3,Italian-:2,Vegetarian-:2,Burgers-:2,Fast Food-:2,Mediterranean-:2
u03pOt0XhwPyKWHVDyo3hA##Breakfast & Brunch-:3,Coffee & Tea-:3,Cafes-:2,Japanese-:2,Nightlife-:2,Bars-:2,Mexican-:1,American (Traditional)-:1,Burgers-:1,Seafood-:1,Irish Pub-:1
knXV_hFCFGRsV-lexcWZbQ##Vietnamese-:3,Thai-:2,American (New)-:1,Vegetarian-:1,Breakfast & Brunch-:1,Donuts-:1,Chinese-:1,Sushi Bars-:1,Japanese-:1,Vegan-:1,Buffets-:1
JfRi-ZfOZreor5fGS9xEuA##Steakhouses-:6,American (Traditional)-:4,Buffets-:4,Breakfast & Brunch-:3,Argentine-:3,French-:3,Tapas/Small Plates-:2,Arts & Entertainment-:2,Casinos-:2,American (New)-:1,Mexican-:1
1ywdfDnRYTJLj_L3FeCN0g##Pizza-:10,Italian-:8,Nightlife-:5,Bars-:5,Mexican-:4,Grocery-:3,Coffee & Tea-:3,Breakfast & Brunch-:3,Desserts-:2,Shopping-:2,Thai-:2
95S2YWApQxdpaYwQL9ryAw##Cafes-:5,Chinese-:5,Dim Sum-:4,Vietnamese-:4,Thai-:4,Desserts-:3,Pizza-:3,Salad-:3,Japanese-:2,American (New)-:1,Mexican-:1
A9_jYyMMn7mbqq0JlyWhdg##Nightlife-:4,Bars-:4,Canadian (New)-:3,American (Traditional)-:2,Diners-:2,Coffee & Tea-:2,Poutineries-:1,Mexican-:1,Bagels-:1,Breakfast & Brunch-:1,Burgers-:1
uhv1yOLkG-8rMPV5ybr2hg##Breakfast & Brunch-:4,American (New)-:3,Italian-:2,American (Traditional)-:2,Cafes-:2,Nightlife-:2,Bars-:2,Mexican-:1,Desserts-:1,Pakistani-:1,Sports Bars-:1
2uVAYBkbEqTZVK6BD80izQ##Nightlife-:2,Sushi Bars-:2,Cafes-:2,Japanese-:2,Bars-:2,Pubs-:1,Pizza-:1,Breakfast & Brunch-:1,Delis-:1,Fast Food-:1,Sandwiches-:1
yRzBjcq2B9OJRlSPmEHVSA##Nightlife-:8,Bars-:8,Steakhouses-:7,Pizza-:6,Italian-:5,Wine Bars-:4,Bakeries-:3,Burgers-:2,Seafood-:2,American (New)-:2,American (Traditional)-:2
